Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count,author_id,context_annotations
2022-09-15 09:30:18+00:00,1570344245742952448,"12. then the health care schemes

why a person with ebola can register ebola treatment on someone elses name?",,0,0,0,1502155904644366343,[]
2022-09-15 09:19:00+00:00,1570341401191387140,How to give Vanitas Drop kicking ebola,,0,0,0,2806258580,[]
2022-09-15 08:58:26+00:00,1570336227559149568,"Insights into risks &amp; opportunities of religious leaders' participation in #health communication: Reflections on #SierraLeone's #Ebola outbreak
https://t.co/jO60SPDtHD #TheCI https://t.co/9x7ti6s71d",,0,0,0,36014282,[]
2022-09-15 08:49:37+00:00,1570334008298582016,"There has been an increased frequency of Pandemics since 2000 with outbreaks such as SARS, H1N1, Ebola 2014, ZIKA 2016, and now COVID says Dr Martin Matu of ECSAHC #EQUINETConf22 #ReclaimingTheState #CatalysingChange4Health https://t.co/7RauGpXH52",,0,0,0,1512357964774055939,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]"
2022-09-15 08:49:00+00:00,1570333854334070784,How to spread ebola to Vanitas,,0,0,0,2806258580,[]
2022-09-15 08:30:38+00:00,1570329230558257159,"Ocala, Ebola
Come winds of the Sauvageau Sea
Comex's, coxitis
Et max salpingitis 
Die Stimme to me",,0,0,0,792487370826272768,[]
2022-09-15 08:06:06+00:00,1570323057679699969,Ebola hemorrhagic Fever and the current state of vaccine development https://t.co/br0Cf4WRzR,,2,0,0,1210869916871483392,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-09-15 08:02:17+00:00,1570322096408129536,Providing On-Site Laboratory and Biosafety Just-In-Time Training Inside a Box-Based Laboratory during the West Africa Ebola Outbreak: Supporting Better Preparedness for Future Health Emergencies https://t.co/DaP1UvT4Ku #mdpiijerph via @IJERPH_MDPI,,0,0,0,1204897407189864448,[]
2022-09-15 07:53:36+00:00,1570319911809056768,"In Congo, Ebola Is Just One More Thing To Worry About
https://t.co/lADibNzdvV
Highlights by Briefly https://t.co/Vr9pz9Jcq6",,0,0,0,2788938882,[]
2022-09-15 07:17:54+00:00,1570310924589842434,"My kids are never going to hear the end of it. I lived thru 2 recessions, Ebola, 2012 riots, COVID, Monkeypox, Queen’s Death, WW3, The Storming of the Capitol, 3 Tory MP’s quitting, Brexit and the Fall of Chelsea.
Awruade",,0,0,1,1266704224315990021,"[{'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '842043844686356480', 'name': 'Elizabeth II', 'description': 'Queen of the United Kingdom and the other Commonwealth realms'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '842043844686356480', 'name': 'Elizabeth II', 'description': 'Queen of the United Kingdom and the other Commonwealth realms'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1484601166080081920', 'name': 'Russo-Ukrainian conflict'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '842043844686356480', 'name': 'Elizabeth II', 'description': 'Queen of the United Kingdom and the other Commonwealth realms'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '900740740468191232', 'name': 'Political issues', 'description': 'Political issues'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '920663424274538501', 'name': 'Brexit', 'description': 'Conversation about Great Britain leaving the European Union'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]"
2022-09-15 07:13:41+00:00,1570309864278364160,"Hey dude, is it cool if I rent a room until my powerviolence band Ebola Botulism takes off?",,0,0,0,1076648755515064320,[]
2022-09-15 07:13:32+00:00,1570309826688983042,"""A country that sends doctors to the poorest places in the world, offered assistance to America after Hurricane Katrina, fought cholera in Haiti and Ebola in Africa, and sent doctors to 56 countries amid the pandemic, cannot be a foe.""
https://t.co/l8sThQWcVo via @Robert_Scheer",,0,0,0,1071994050,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
2022-09-15 07:12:55+00:00,1570309670711234561,"Nth Kivu: Over 2,300 new HIV/AIDS infections reported in 1st term of 2022- Says Aubain Mungili, prov secrof the National Multisectoral Program for the Fight against AIDS (PNMLS), in Goma DRC. Mungili explains that HIV/AIDS by forgetting this pandemic, in favor of  Ebola&amp;Covid-19. https://t.co/54USArmero",,0,0,0,1086017514,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Entity Service related Events domain'}, 'entity': {'id': '1219057585707315201', 'name': 'COVID-19: Latest news updates from around the world', 'description': 'This page is a timeline of Tweets with the latest information and updates on COVID-19 from experts, journalists, health authorities and other trusted sources from around the world. For more on COVID-19, visit: twitter.com/explore/tabs/covid-19'}}]"
2022-09-15 06:53:14+00:00,1570304718475505668,RETWEET RIGHT NOW OR YOU WILL GET EBOLA,,0,0,0,984568257561743360,[]
2022-09-15 06:37:43+00:00,1570300813427474434,New out break of Ebola in Australia leads to millions infected!,,0,0,0,1306281589589127169,[]
2022-09-15 06:33:17+00:00,1570299697109110784,"the 'government' gives f4g thousands of dollars worth of meds a month so they can keep on creating new ebola strains but will not give me - a gentleman gamer a gf
ponder this",,0,0,1,1469376044511678467,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}]"
2022-09-15 06:24:35+00:00,1570297509414858752,"My fafther broke his arm byu [playing Star Fox Zero, For The Nintendo Wii U. the controls gave my wife Ebola",,0,0,0,3165276322,"[{'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '781974597218340864', 'name': 'Video Games - Entertainment'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026713294', 'name': 'Nintendo'}}, {'domain': {'id': '78', 'name': 'Video Game Publisher', 'description': ""A Video Game Publisher like 'Activision'""}, 'entity': {'id': '10026713294', 'name': 'Nintendo'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '10024011469', 'name': 'Nintendo Wii'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '10026713294', 'name': 'Nintendo'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy view into the Semantic Core knowledge graph'}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}]"
