Datetime,Tweet Id,original_text,geo,retweet_count,reply_count,like_count
2022-03-09 13:51:46+00:00,1501556351197229057,"#病案本 210
""Wait a moment.""

Xie Qingcheng took out the serum of a No. 2 mental Ebola patient from the bag.

Zheng Jingfeng held him back: ""Didn't you just have injections on the boat? It's definitely not good for your body if you use it too much...""",,0,2,42
2022-03-09 13:42:57+00:00,1501554131391164417,There will be mounting #sideeffects #Malone on #BLOODFEVER #Pfizergate #pfizerdocuments #ProjectVeritas https://t.co/V4LwOf3q45 https://t.co/zxhkQrBWtW,,0,0,0
2022-03-09 13:30:01+00:00,1501550878842662921,"I said I’m coming out
Now there’s Ebola on my fur and a murderer too",,0,0,0
2022-03-09 13:28:59+00:00,1501550616761585670,WARNING OF BLOOD FEVER https://t.co/V4LwOf3q45 https://t.co/zgKLA0jzPx,,0,0,0
2022-03-09 13:20:15+00:00,1501548421693456386,"Hello, a patinet you've never met, on a day you weren't working, with no contact details has grown Ebola in their blood culture, please can you sort this?

Me: Is that even possible?

Oh its easy to request tests under a consultant's name... https://t.co/GqZmHzVKot",,0,1,0
2022-03-09 13:11:59+00:00,1501546339976495113,Do we finally find out what this connection is between Ebola and Ryan? Let’s move this along! https://t.co/YJjpUDrzJA,,0,2,26
2022-03-09 13:00:49+00:00,1501543529952149508,"he injected himself with the serum of the mental ebola patient no. 2 and now he can hear stuff that no normal person could hear, he can ever hear the ladybugs' crawls in the forest ;;;; powerful xie ge #病案本 210",,0,0,10
2022-03-09 12:40:18+00:00,1501538364750585860,"Protocol for a phase 3 trial to evaluate the effectiveness and safety of a heterologous, two-dose vaccine for Ebola virus disease in the Democratic Republic of the Congo https://t.co/WRj1UzoN4e",,0,0,0
2022-03-09 12:40:13+00:00,1501538343946899457,New out break of Ebola in Mexico leads to millions infected!,,0,0,0
2022-03-09 12:39:32+00:00,1501538173578809352,This new group wants to stop pandemics before they start https://t.co/BnwC7w844B,,0,0,0
2022-03-09 12:38:00+00:00,1501537789757829124,"Dr Delphin Kolie at #AfHEA2022 also showing how the combination of various factors (e.g. past experience with Ebola, routine data analysis, international recommendations and evidence, societal reactions, socio-political context) have informed decisions in Guinea.",,0,0,0
2022-03-09 12:21:39+00:00,1501533672159465472,"""Among the viruses the lab studied were Ebola and “viruses of pathogencity group II"" https://t.co/ddtAKQ6EV0",,0,1,4
2022-03-09 12:01:44+00:00,1501528662990102528,Okes will deny their girls and catch feels ha majita aqeta hoba ebola...mare hwa tswana ntsebaya o buile😂😂😂 https://t.co/e1Gjc7xSl2,{'place_id': '1273b0ca0f5d5ce5'},0,0,0
2022-03-09 11:38:11+00:00,1501522733510893572,"Is this the bio-terror attack Gates warned of?

It goes something like this - Russia hits a bio weapons lab in Ukraine, releasing Ebola, Small Pox or another such pathogen. Resulting in greater top down government control over the worlds population

https://t.co/wFOZgNM0rU",,0,0,0
2022-03-09 11:37:23+00:00,1501522534205906954,There is no evidence suggesting that BIOWEAPONS were being built in Ukraine. Biological research labs akin to what we deployed in Africa during the Ebola outbreak in 2015 are much more likely what’s being talked about.,,0,1,0
2022-03-09 11:34:46+00:00,1501521876111220739,"For those interested, they are not bio weapons labs. They are akin to the research labs that we set up in Africa during the Ebola outbreak. Still, not good if Russia gets their hands on the tech. But we were not building bioweapons with Ukraine. https://t.co/lDCuIbzfEJ",,1,1,1
2022-03-09 11:30:18+00:00,1501520752193019909,Stepcho was at the forefront of supplying facilities during the Ebola Scourge. For more info visit https://t.co/K1Spqi1A40,,0,0,0
2022-03-09 11:20:41+00:00,1501518330166980614,"Read what they were trying to cure though? Things like Chikungunya, Crimean-Congo hemorrhagic fever, dengue, Ebola, malaria, Marburg, Lassa fever which are real problems in third world countries? The anti vaccine lobby are in danger of stopping help for the very poorest countries https://t.co/cQ9XMgDaae",,0,0,0
2022-03-09 11:13:53+00:00,1501516618366652423,"The State Centre for Research on Virology and Biotechnology in Novosibirsk Oblast is in possession of devastating diseases like smallpox and anthrax, as well as more recent killer pathogens like Ebola. 

https://t.co/1ssUZpHWYM",,0,0,0
2022-03-09 10:49:26+00:00,1501510464093966340,"https://t.co/QQE2e0B8MK
    ▕ ╲ıılıı╱ ▏
      =   ▍¸  ▍=
╔════════∪═══════
つ The two-stage interaction of Ebola
║ virus VP40 with nucleoprotein
║ results in a switch from viral RNA
║ synthesis to virion
║ assembly/budd
╚═
Protein &amp; Cell @Protein_Cell",,0,0,0
2022-03-09 10:40:47+00:00,1501508288692858884,"So called fact checkers are funded by corrupt governments to hide their malfeasance...they used US tax dollars to engage in illegal bioweapons activities in Ukraine and around the world... producing Anthrax, Ebola, HIV, Covid... to sicken humanity, on demand.. https://t.co/W1a30p9qeE",,0,0,0
2022-03-09 10:20:16+00:00,1501503125223473155,"Still waiting for smallpox, Marburg, MERS, SARS, and Ebola to evolve to be milder? https://t.co/1oFNhQIUhY",,0,0,1
2022-03-09 10:18:37+00:00,1501502709761191940,Deal is a whole class of dreams we recognized the role which Scherner ascribes to the Ebola epidemic.,,0,0,0
2022-03-09 10:12:59+00:00,1501501293747392512,"Stop #coronavirus

Call for the resignation of Tedros Adhanom Ghebreyesus, #WHO Director General
⬇⬇✒
https://t.co/NkaCorRIb5

#coronaviruschina #Pndahugger

#coronachan #corona_chan #コロナちゃん #コロナウイルスちゃん #WuhanVirus #武漢 #Ebola #ebolachan
https://t.co/bQEQFEouEw",,0,0,0
2022-03-09 10:12:54+00:00,1501501270871343108,"Your tweet gave me
- a cold
- ebola
- probably every illness in the entire world",,0,0,0
2022-03-09 10:05:33+00:00,1501499421477027844,"The outrage is usually when the cause of death was work related e.g needle stick injuries (HIV, hepatitis), Lassa fever, Ebola, covid. 
Basically risking our lives for 5k a month is terrible. Most doctors can't even afford treatment in the hospitals they work in. https://t.co/S5dkE2s8Ag",,8,0,6
2022-03-09 09:51:55+00:00,1501495992776110082,"Americans have always prided themselves to be the good guys. What happens when we realize that the criminals, who pose as our government officials, used American tax dollars to secretly fund Bioweapons labs to create Covid, Anthrax, Ebola and Sars to sicken us all",,0,0,1
2022-03-09 09:44:03+00:00,1501494010682036225,"Apparently, PLAGUE, EBOLA and AIR TRANSMITTED RABIES!
I stand with the people who can stop these horrors!
I'll sell peanuts &amp;🍿at the public executions of those monsters behind this program! https://t.co/PTjw8FbU2J",,0,0,1
2022-03-09 09:41:16+00:00,1501493309948272641,"George Soros was in Ukraine right before the outbreak of Covid... we now know that the US funded illegal bioweapons labs, housing anthrax, ebola and covid... what if a vial was transported, and released, in Wuhan to set the Chinese up to take the fall?",,2,1,1
2022-03-09 09:38:58+00:00,1501492731587272708,"I got Ebola, aids and covid 1-19 https://t.co/1DQMjsT03b",,0,0,0
2022-03-09 09:20:08+00:00,1501487994049642497,#NP On Eardrum Buzz Radio - Stagnant eyes by EBOLA - Listen at https://t.co/EiwKG3DCyk https://t.co/eU0Qp5ZcCX,,0,0,0
2022-03-09 09:18:02+00:00,1501487465936293889,"Tweeting Jokes, Tweeting Hope: Humor Practices during the 2014 Ebola Outbreak https://t.co/3g47nJLdqK",,0,0,0
2022-03-09 09:10:35+00:00,1501485591787147265,"#diseaseprofile - Ebola Virus Disease (EVD)

Ebola virus is a common disease 🦠 in West Africa and it is incumbent in animals such as monkeys and Chimpanzees.

It is highly contagious, prevention is important.

#stopebola #ebolavirus #diseaseprevention #emerginginfectiousdiseases https://t.co/6qQC2iGw5I",,0,0,3
2022-03-09 09:09:13+00:00,1501485246948286466,How will the world end? Sudden ebola.,,0,0,0
2022-03-09 09:01:43+00:00,1501483358978592771,"As the world spirals toward chaos, Amy Cooper fights to stop the evolution of a deadly virus. When her beliefs disagree with the Administration’s agenda, she is put on trial. #virus #ebola #coronavirus #religion #persecution Midnight Hour: https://t.co/DIojcTgmor",,0,0,0
2022-03-09 08:53:19+00:00,1501481246399995905,The ebola pandemic will amplify my relationship with my partner.,,0,0,0
2022-03-09 08:42:09+00:00,1501478435797020672,Women dat love Ebola my purse never run dry,,0,0,0
2022-03-09 08:40:34+00:00,1501478033919811587,"I’ve never had COVID, and I’ve never had Ebola, despite working twice in diagnostic labs during the west Africa Ebola epidemic. Why? Because labs are safe and lab acquired infections are now thankfully rare. I suspect I’ve just been careful outside.  https://t.co/bdReu0AfOi",,2,3,31
2022-03-09 08:06:35+00:00,1501469483399098375,"About the clandestine biolabs around the world. We all knew about it since the 1990's but our voices were inaudible. Ebola, yellow fever, Nile fever, coronaviridae family, Anthrax, Yersinia pestis, other pathogens...They tried hard to create selective targeted hosts but failed.",,1,0,1
2022-03-09 08:04:17+00:00,1501468903544922116,"How are we gonna tell our children about the epidemic and frustrating situations we’ve been battling every single year? From Ebola,corona,anter virus,the Russia and Ukrainian war.
God save us all.",,0,0,0
2022-03-09 08:03:20+00:00,1501468663957778437,The ebola pandemic will influence my relationship with my cousin.,,0,0,0
2022-03-09 07:57:56+00:00,1501467306404159491,"A pandemic in history: The Ebola epidemic of recent years had 28,600 reported cases and killed 11,325 people.",,0,0,0
2022-03-09 07:49:55+00:00,1501465287945826313,"Vatican News: ""Fatebenefratelli"", for 450 years alongside the sick and needy, with four hundred facilities around the world that offer 30,000 beds every day. Friar Lapic': ""Our reception and care, from Ebola to Covid, from African migrants to Ukrainian refugees"".",,0,0,0
2022-03-09 07:22:59+00:00,1501458512437727239,"#病案本 209
He was very cautious and did not mention anything about the first emperor, he only mentioned the special abilities of mental Ebola patients.

This ""fist emperor"" thing is troublesome. Istg",,0,0,26
2022-03-09 07:21:30+00:00,1501458137756450818,"#病案本 209
Xie Qingcheng had never told these top officials about his mental Ebola condition.

But at that moment, he showed them his card.

Xie-ge pls be careful🥺",,0,0,25
2022-03-09 07:10:30+00:00,1501455371097022467,"Lassa Fever is Nigeria's form of ""Ebola"", and Nigerian Health workers are dying in droves from this epidemic. Yet, there's inadequate hazard allowances for health workers and personal protective gear for them. Health workers get told to ""buy their own PPEs"" even gloves. Gosh!",,18,3,35
2022-03-09 06:56:11+00:00,1501451768261222403,"Wow 🤯... How many viruses have broke out of Africa? only for Africa? Ebola, HIV, Corhela etc. They come in disguised as funders of research facilities. https://t.co/qhTTm1Rc59",,2,0,7
2022-03-09 06:51:00+00:00,1501450463799308290,"Main scenarios of bioweapon propaganda from CCP 
1. #COVID19 was released by 🇺🇸 in the Military Games in Wuhan in 2019
2. Ebola hemorrhagic fever is spread by lab monkeys escaped from the truck in PA
3. 🇺🇸 plans to release bioweapons in 🇨🇳 during Winter Olympics
4. 🇺🇦-🇺🇸 bio-labs https://t.co/uCd5IG1CcD",,0,0,1
2022-03-09 06:50:38+00:00,1501450368672153602,Exactly. &amp; Ebola or The Plague or Smallpox to boot. Should be fun..... https://t.co/uoV68XEbeS,,0,0,1
2022-03-09 06:24:09+00:00,1501443703465988097,"Meet the gorgeous Hammer-headed Fruit Bat, Hypsignathus monstrosus.  
It is one of three species of African fruit bat thought to be asymptomatically infected with the Ebola virus; though scientists do not know if the species is an incidental host or a reservoir of the virus😁 https://t.co/rzkzBe4FPP",,6,0,11
2022-03-09 06:13:22+00:00,1501440993085722625,The ebola pandemic will amplify my relationship with my brother.,,0,0,0
2022-03-09 06:07:06+00:00,1501439416195334144,COVID wards were constructed in the hospitals during Obama's Ebola fear. https://t.co/DLFTIVGu0n,,0,0,1
2022-03-09 05:43:14+00:00,1501433407707910145,The ebola pandemic will influence my relationship with my teacher.,,0,0,0
2022-03-09 05:13:01+00:00,1501425804622049280,"Stop #coronavirus

Call for the resignation of Tedros Adhanom Ghebreyesus, #WHO Director General
⬇⬇✒
https://t.co/NkaCorRIb5

#coronaviruschina #Pndahugger

#coronachan #corona_chan #コロナちゃん #コロナウィルスちゃん #WuhanVirus #武漢 #Ebola #ebolachan
https://t.co/2k49YCuTQm",,0,0,0
2022-03-09 05:08:51+00:00,1501424753713709057,Bill Gates the Bad died from Ebola in 1553.,,0,0,0
2022-03-09 05:05:54+00:00,1501424013691822083,"Once more for ppl in the back. 📣
Covid ≠ ebola
kids are kryptonite for Covid
masks don’t protect the wearer and 
Omicron is a ❄️. We are stunting their social emotional dev. If teachers &amp; grandma are vaxxed, what are we compensating for? 🤔

https://t.co/98kiZX3VMe https://t.co/1S9qVxztjv",,0,0,0
2022-03-09 04:59:36+00:00,1501422426663657474,"Moderna is already collaborating with partners on vaccines against some of the 15 pathogens, which include Chikungunya, Crimean-Congo hemorrhagic fever, Dengue, Ebola, Malaria, Marburg, Lassa fever, MERS and COVID-19.",,0,0,0
2022-03-09 04:24:48+00:00,1501413670697332746,The ebola pandemic will neutralize my relationship with my sister.,,0,0,0
2022-03-09 04:23:02+00:00,1501413224679632900,My Dad told me that I started Ebola,,0,0,0
2022-03-09 04:18:26+00:00,1501412066116071427,Ukraine Comatose  Corrupt. @pauljac3_  IL. submissive  Terminal. do yall use Cure Ebola?,,0,1,0
2022-03-09 03:50:11+00:00,1501404958843109376,africas funniest ebola videos,,0,0,0
2022-03-09 03:43:39+00:00,1501403314339991552,The ebola pandemic will influence my relationship with my husband.,,0,0,0
2022-03-09 03:41:18+00:00,1501402723555627009,what ever happen to ebola?????,,0,1,1
2022-03-09 03:37:51+00:00,1501401852876754944,The Wuhan virus or China Virus started in Wuhan China and the masks had no effect against the virus.  Even useful idiots in the Democrat Party fess up to that deceit. Are all the people who call the Ebola virus the the Ebola virus racist? I just hope you didn't vax your children. https://t.co/uyOYhSsUKk,,0,0,0
2022-03-09 03:36:31+00:00,1501401518964051970,"what's the scariest bioweapon you can think of? 

for me, one engineered with the combined outcome of ebola, smallpox, zika and the virulence of flu",,0,0,0
2022-03-09 03:35:53+00:00,1501401360100511745,The ebola pandemic will harm my relationship with my teacher.,,0,0,0
2022-03-09 03:23:10+00:00,1501398158907428864,"A few years ago, major countries in the world sent military forces to fight against terrorism and went to Africa to fight the Ebola virus. The US and Russia are still allies in the fight against terrorism. Now the turning-right world will never go back to the way it used to be.😥",,0,0,0
2022-03-09 02:58:21+00:00,1501391914876166156,"HIV, Ebola, Mad Cow, Bird/Avian Flu, Swine Flu, MERS, SARS, Coronavirus-19... 😬🤒🤧 Stop Pandemics. Go Vegan*

https://t.co/UzI2vUjIz2
(it is a Lifestyle* against animal abuse and oppression, not a dietary choice and it's not only food related) #TakePandemicsOffTheMenu #Covid19",{'place_id': 'b109670c96b00c15'},0,0,0
2022-03-09 02:53:35+00:00,1501390713883267078,The ebola pandemic will influence my relationship with my brother.,,0,0,0
2022-03-09 02:53:10+00:00,1501390609180991488,Delta 8 is a bigger pandemic than Ebola…,,2,1,9
2022-03-09 02:50:52+00:00,1501390029238669321,"#ebola quote
ttt https://t.co/9Nosv2KJF0",,0,1,0
2022-03-09 02:48:32+00:00,1501389445076901888,my arm itches I think i have Ebola,,0,0,0
2022-03-09 02:41:40+00:00,1501387716625256450,#ebola quote https://t.co/nwI3iviQPl,,0,1,0
2022-03-09 02:37:28+00:00,1501386657479733248,Obama started the Ebola crises he funded Ebola research and had a Level 3 bio lab built whats wrong with these people https://t.co/Gz3zo4Lb9A,,0,0,0
2022-03-09 02:34:50+00:00,1501385994267996164,My tweets are sick like Ebola,,0,0,17
2022-03-09 02:31:15+00:00,1501385096258936835,#ebola hello from atb with love https://t.co/VSijuX2LIl,,0,1,0
2022-03-09 02:30:03+00:00,1501384791161139206,Please quoter with hashtag #ebola 3/9 23:59,,6,0,0
2022-03-09 02:24:10+00:00,1501383313273012237,"#Tombo's Wound: #SierraLeone. In the last 15 years, in addition to enduring an Ebola outbreak, the village has been without clean water since the nation’s civil war, as it has not yet been able to reconstruct the enclosure that once protected its supply. https://t.co/Gy6hs2LyWE https://t.co/QNZ1MrXQkr",,0,0,1
2022-03-09 02:15:23+00:00,1501381100727246852,Ivan the Ugly died from Ebola in 300 AD.,,0,0,0
2022-03-09 02:03:20+00:00,1501378066714546178,"Main scenario of #BioWeapon 
Propaganda from #CCP 
1. #COVID19 was released in the 
Military games in #Wuhan.Chances of further spread from #BiejingWinterOlympics were great.
#Ebola #Bioweapons #China #China_is_terrorist https://t.co/WyaxWbncZQ",,0,0,0
2022-03-09 01:55:52+00:00,1501376188408729608,"#ICYMI this report looks at the legal frameworks and response to COVID-19 in 32 countries, and at other public health emergencies such those caused by the Ebola, Zika and SARS viruses. Our key findings can be found here 👇 https://t.co/f9DbKCWmgp https://t.co/q2y9lXLBtq",,1,0,14
2022-03-09 01:48:54+00:00,1501374435147853825,"Airborne Ebola Experts Homeland Security Hiring Ebola Experts  WHY? What do they have coming for us next! 

https://t.co/4rLcp9Wmwi https://t.co/1c4T3BZa0F",,0,0,0
2022-03-09 01:45:27+00:00,1501373568579358723,"SMELLED THEIR BUTTS LICE ASTROLOGY DEPRESSION FART EBOLA SNEEZES ARE DULL, GREEN REZA RAHADIAN CHINESE FOOD XYLITOL PAUL ELUARD AZERO JIM THOMPSON SPRITE GONZU DECOCTION DOG POO NERF BALL TOILETS, ARIANA GRANDE CZCALLS BLOCKCHAIN FLAUNT SQUIRT MEAL FIREPLACE DIARRHEA",,0,0,0
2022-03-09 01:35:38+00:00,1501371096519561225,"Be aware of bioweapon propaganda from CCP, including
1. #COVID19 was released by 🇺🇸 in Military Games in Wuhan in 2019
2. Ebola hemorrhagic fever is spread by lab monkeys escaped from the truck in PA
3. 🇺🇸 plans to release bioweapons in 🇨🇳 during Winter Olympics
4. 🇺🇦-🇺🇸 bio-labs https://t.co/vuhYpN1xx4",,341,36,733
2022-03-09 01:32:21+00:00,1501370270468214789,"Moderna launches to the neglected virus attack, appeals to global cooperation - Sciences et Avenir https://t.co/0APKOb7Yf9 
Dengue, Ebola virus or tuberculosis encore: Moderna, the b...",,0,0,0
2022-03-09 01:30:21+00:00,1501369769479610374,"Protocol for a phase 3 trial to evaluate the effectiveness and safety of a heterologous, two-dose vaccine for Ebola virus disease in the Democratic Republic of the Congo https://t.co/yZ2Y3LWGNX",,0,0,0
2022-03-09 01:23:57+00:00,1501368159315509255,Ivan the Nerdy died from Ebola in 10000.,,0,0,0
2022-03-09 01:16:32+00:00,1501366291013189635,"Bats are allegedly the reservoir hosts to the Ebola Virus , Middle East Respiratory Syndrome (MERS) and other deadly diseases. However, the precise ways these viruses are transmitted to humans... (1 of 2) 
https://t.co/UtoNVUWNLb",,0,0,0
2022-03-09 00:39:53+00:00,1501357065876426754,"You ever wonder why we got so many vaccines against COVID in under one year but not a single one against Ebola in so many decades?
Especially when you consider that research for both diseases is actively supported and funded by Fauci's NIAID.",,73,4,211
2022-03-09 00:32:26+00:00,1501355192205266945,"U idiots and nukes. Caveman technology.

I mean. I use a hammer a lot. Cave man good, powerful. Still.

Its the smallpox, aerosolized Ebola and plague, anthrax etc, that would happen in real war.",,0,0,0
2022-03-09 00:27:36+00:00,1501353976318418948,What's with the breathlessness round this topic? The 2014 and 2017 ebola outbreaks began in the vicinity of 'biological research facilities'. 2017's outbreak in DR Congo started practically across the street from a lab in Uganda. https://t.co/EIkjBFMXgZ,,0,0,0
2022-03-09 00:24:26+00:00,1501353179698528264,"“Who are you calling dysfunctional, you conniving b*tch!”

WELP. Trina left Ebola in the dust.

#GH #Sprina",,1,1,8
2022-03-09 00:23:21+00:00,1501352907790245894,I have morning wood like a ebola dude I'm  so happy,,0,0,0
2022-03-09 00:21:16+00:00,1501352384567529472,EXPOSE #CREEPYCLAY &amp; #liberalliars ⁦@JJKoch⁩ ⁦@GovAbbott⁩ ⁦@tedcruz⁩  LETS NOT FORGET THAT HE ALSO WALKED HIS KID INTO SCHOOL WHILE KNOWING THAT HE HAD EBOLA! But then put massive restrictions on us dallas folks!  https://t.co/yQYBewYxNd,,0,0,0
2022-03-09 00:13:00+00:00,1501350300996673537,"Stop #coronavirus RT!

Call for the resignation of Tedros Adhanom Ghebreyesus, #WHO Director General
⬇⬇✒
https://t.co/NkaCos8Ld5

#coronaviruschina #Pndahugger

#coronachan #corona_chan #コロナちゃん #コロナウィルスちゃん #Ebola #ebolachan #エボラちゃん
https://t.co/aH7GNGE3rw",,0,0,0
2022-03-09 00:12:34+00:00,1501350193568047104,"Bruuuuuuuuuh anything relating to an Autoimmune Disease, Cancer or Ebola virus disease (EVD). I fear them like death cause they're literally death. 🥴💔 https://t.co/5J2AzErSUW",,0,0,1
2022-03-09 00:10:00+00:00,1501349545619300359,Only 80s kids will remember Ebola .,,0,0,0
2022-03-09 00:02:53+00:00,1501347757923078147,"In 2016 
CURE Zika Ebola TB SARS MERS Anthrax MRSA Flesh-Eating Bacteria EVERYTHING Including CANCER It's Multi-Million Dollar Test... 
https://t.co/Jm5MiIFikZ https://t.co/jfWLSqTOe1",,0,0,0
2022-03-08 23:56:55+00:00,1501346256345518082,(Ebola: livestock incinerator imported from Europe to cremate corpses) Medical … https://t.co/pjDiHds1Ah (Ebola: livestock incinerator imported from Europe to cremate corpses) Medical Waste Incinerators https://t.co/6bZyyIb2of,,0,0,0
2022-03-08 23:51:06+00:00,1501344790042005508,"90’s me: Reading #TheHotZone thinking USAMRIID is intense. Don’t want nothing to do with deadly viruses! 

2014 me: In a Las Vegas hospital training/drilling for Ebola outbreak, one of the world’s deadliest viruses. 

Somewhere along the way, obvious Jedi mind trickery was afoot https://t.co/5miaLfEOf0",,0,0,0
2022-03-08 23:48:56+00:00,1501344244350566405,"Hey Google, alexa, and siri... what happened to covid 19? Did it follow Ebola and h1n1?",,0,0,0
2022-03-08 23:43:37+00:00,1501342907399168003,Did you know that pigeons ranked first in causing Ebola virus disease?,,0,0,0
2022-03-08 23:38:39+00:00,1501341658113183749,"DOG POO FART FARTCOIN INNEKE KOESHERAWATI LIGHTS, DISPLAYED SEO OPRAH WINFREY PLOW FREEDOM RETWEET TO WIN MIKE TROUT URSULA K. LE GUIN MAKE A MIGHTY ON THE MUSTARD RONALD MCDONALD TURD GOATEE KADENA SHIRYO DIVE AND SNUGGLE STELLARIS PINKY EBOLA QUICK-WIN MEBOX ON MY CRUMB",,1,0,0
2022-03-08 23:24:31+00:00,1501338103180627969,"Victoria Nuland: US working closely with Ukraine to not allow sensitive materials from bio labs to reach Russian hands.
This is actually says everything about processes in labs.
Covid, bird illness, swine illness, ebola. All of them made by US.
Developed animal viruses for humans",,1,0,2
2022-03-08 23:20:03+00:00,1501336978498936840,"Main scenarios of bioweapon propaganda from CCP 
1. #COVID19 was released by 🇺🇸 in the Military Games in Wuhan in 2019
2. Ebola hemorrhagic fever is spread by lab monkeys escaped from the truck in PA
3. 🇺🇸 plans to release bioweapons in 🇨🇳 during Winter Olympics
4. 🇺🇦-🇺🇸 bio-labs https://t.co/b4JFgwpYp3",,509,93,1061
2022-03-08 23:20:02+00:00,1501336974610911233,7 people infected with Ebola in Guinea â€“ WHO https://t.co/YNYV6fXfny,,0,0,0
2022-03-08 23:15:30+00:00,1501335831889408000,"What great COVER for #plandemic 2.0

'It was all Russia's fault.  If u don't want to bleed out from this lab created mashup of Ebola &amp; Marburg b sure to make your @cvspharmacy appointment TODAY 4 yr free-convenient-sock-it-to-russia #Eboburg #vaccine (gene therapy).' https://t.co/JQl7cyKxwk",,0,0,0
2022-03-08 23:02:22+00:00,1501332526974992386,Why do these facilities exist in the 1st place..why are ukraine &amp; u.s building biological weapons like anthrax &amp; ebola? https://t.co/dRUKBKfG4y,,4,3,13
2022-03-08 23:01:58+00:00,1501332428329127941,They've also been trying to drum up fear against an ebola outbreak. I will take them seriously when they do. I remember ebola patients being flown to the US with no containment. https://t.co/BhKn2o7QDx,,0,0,2
2022-03-08 23:01:54+00:00,1501332409782247424,"The 'SUPER EBOLA' Bio-Weapon only killed 6,900,000,000 people in 196 days. I've saved the world! https://t.co/Qv28qqNcY7",,0,1,0
2022-03-08 22:59:27+00:00,1501331791461830658,Oh i bet they are...ebola anyone? https://t.co/tOxgCdo51n,,0,0,0
2022-03-08 22:57:19+00:00,1501331257782784005,There's a drought of Coke amid the Ebola pandemic,,0,0,0
2022-03-08 22:43:14+00:00,1501327711121276933,"This is AMAZING. From 2014. Fauci apparently thinks Ebola is less dangerous than Covid (his guidance is in article, including advising against quarantine). Gee, perhaps there wasn’t a political opportunity for fear mongering under Obama?  https://t.co/el23IcFAZI",,0,0,1
2022-03-08 22:40:06+00:00,1501326924697636869,"After Washington's illegal (and ongoing) AIDs, SARs, Ebola, MERS, and Covid genocide/murder pandemics...

Not to mention other Flu/Pneumonia variations which resulted in deaths... https://t.co/6JalZk3f8m",,0,0,0
2022-03-08 22:39:47+00:00,1501326841742770189,Is it not child abuse naming your child Debola? As in D.ebola,,16,2,46
2022-03-08 22:33:55+00:00,1501325367188996098,"Did he really say that? Then they smiled! ☠️

What’s next…Smallpox, Ebola? ☠️ https://t.co/IgKZvBVb1b",,0,0,0
2022-03-08 22:18:58+00:00,1501321605309296643,How to give Vanitas Drop kicking ebola,,0,0,0
2022-03-08 21:52:34+00:00,1501314959845720069,"So block me then 😂

Ps. I literally wrote the frameworks for culturally appropriate mental health for humanitarian aid. 

And the national diversity and inclusion ones. 

And covered 2014 Ebola.

And I'm an emergency services volunteer.

What humanitarian aid do you do? https://t.co/jiufFqMw9a",,9,9,79
2022-03-08 21:48:59+00:00,1501314060930850816,How to spread ebola to Vanitas,,0,0,0
2022-03-08 21:48:00+00:00,1501313812661682179,Putin listed names of 27 scientists who spearheaded weaponization programs on Marburg Hemorrhagic Fever to Ebola to aerosolized airborne rabies. Putin accused Zelenskyy of harboring fugitives for whom the Russian Truth Crusade had issued military arrest warrants.,,1,0,1
2022-03-08 21:35:26+00:00,1501310649380401152,Bill Gates the Great died from Ebola in 1854.,,0,0,0
2022-03-08 21:31:09+00:00,1501309571641470977,"One Generation 

2008 - Global Economic Recession 
2014 - Ebola
2015 - Buhari 
2019 - COVID
2022 - Russia? 

Omo… I need free ticket to heaven 😭",,0,0,1
2022-03-08 21:10:20+00:00,1501304333803012098,Ebola Trump is still hiding out with her hubby Jared Trump in Florida.   The entire world despises her and her family.,,0,0,0
2022-03-08 21:09:59+00:00,1501304246070820874,"Pandemics can be lucrative. 

#Covid_19 #COVID19 #ebola #sara #AIDS #CovidIsNotOver #CoronavirusUpdates #Omicron https://t.co/6FgX0llWjg",,0,0,0
2022-03-08 21:02:14+00:00,1501302294423425027,"What’s the narrative for April?

New disease/virus; ie new COVID variant, maybe Ebola makes a comeback?

Or has Russia taken over half of Europe and nuclear Armageddon is imminent?",,0,0,0
2022-03-08 20:13:33+00:00,1501290041808601089,"Hey broski, is it cool if I borrow your car until my powerviolence band Ebola Infection takes off?",,0,0,0
2022-03-08 20:01:27+00:00,1501286996924198918,Working with CDC on EBOLA vaccine.  Not a joke! https://t.co/6mElg8J4VA,,0,0,0
2022-03-08 19:59:22+00:00,1501286475475800066,I'm very scared  CDC is now playing with EBOLA virus.  Pray they don't create another vaccine.  With EBOLA your organs burst inside from to much blood. It also is a air borne pathogen. https://t.co/iLERod6yw3,,0,0,0
2022-03-08 19:53:55+00:00,1501285102197878792,#GH.. Ebola is trying extra hard to get Spencer to doubt his true love Trina.. #Sprina https://t.co/GMFd2wT5MA,,0,0,5
2022-03-08 19:48:41+00:00,1501283786893316102,"This is a facebook post I did 2 yrs ago today 
1. How to control the sheep right before an election, 101...
Make up some bogus ""virus"" like Birdflu, H1N1, Ebola, Swine Flu, Corona Virus, etc
EVERY FOUR YEARS the sheep are led to believe they are going to die. https://t.co/tA1GSvTJhq",,0,1,1
2022-03-08 19:43:11+00:00,1501282402169204739,My attitude when I hear Ebola speak. #GH https://t.co/UuPHMEHdrN,,0,0,6
2022-03-08 19:35:53+00:00,1501280565584089088,"How are we going to tell our kids we survived….
*Economic Recession of 2008
*Ebola of 2014
*Buhari of 2015
*Covid of 2019 
*Endsars of 2020
*Russia-Ukraine war of 2022

Where do we start from ? Story plenty 😩",,1,0,1
